date,time,username,tweet,Food Delivery,Aspect,Sentiment
2020-08-28,23:39:31,freelancemomcnx,อันนี้คือดีย์ สำหรับคนที่ไม่มีเวลาไปดูหนังนอกบ้าน เธอสามารถกดสั่งป๊อปคอร์นมากินตอนดู Netflix ที่บ้านได้นะ ปังมากแม่! #อยู่บ้านยังไงให้ปัง #รีวิวเชียงใหม่ #foodpanda #GrabFood #LINEMAN https://twitter.com/reviewchiangmai/status/1299214624877764610 …,Yes,Company,Positive
2020-08-28,19:16:30,iamnattypyc,อยากรู้ว่าสั่งอาหารผ่านแกร็บ เงินหักในบัตรไปแล้ว แล้วแกร็บไม่มีคนมาส่งอาหารให้ เงินที่หักไปแล้วเราเราจะได้คืนไว้เป็นเครดิตไหมอ่ะหรือหักไปดื้อ ๆ ไม่ได้คืนเลย ประมาณเงินเป็นร้อยอ่ะ  #GrabFood,Yes,Company,Neutral
2020-08-28,11:47:40,giggoo_t,#GrabFood นครปฐม พนักงานไม่พอรึป่าว? สั่งอาหารทีไรหาคนขับไม่ได้ ไม่ก็ขึ้นว่าคนขับไม่ว่าง ทั้งๆ ที่ขึ้นรับงานแล้ว ต้องมาสั่งใหม่รอบสองถึงจะได้คนขับ เป็นแบบนี้มา 2-3 วันแล้วนะ มันเกิดอะไรขึ้นคะ? @GrabTH,Yes,Employee,Neutral
2020-08-27,13:16:12,pipim_pimmy,ขออนุญาตนะคะ ใครที่เคยใช้แอพสั่งอาหาร ช่วยทำแบบสอบถามอันนี้หน่อยได้มั้ยคะ งานวิจัยของเค้าเองงง ฝากด้วยนะคะ🙏🙏#GrabFoodTH #GrabFood #foodpanda https://docs.google.com/forms/d/1dnQ0Pt17xOVHGjhPqa1Tmd_9RE1HMnTDqaAJLVEwtK0/viewform?fbclid=IwAR3J4rMxva6UuM8AkHiazDuYnZpes5VN3nVirKNAlenbMw53VYrnqvzzla8&edit_requested=true …,No,,
2020-08-26,23:58:47,amiko_oki,Grab food ขึ้นค่าส่งแบบเนียนๆ 3-5 บาท คือ อาศัยจังหวะโมโหหิว ยังไงก็ต้องกดสั่งงี้ป่ะ ...สั่งกะเพราจานหนึ่งก็จะร้อยบาทละนะ #GrabFood,Yes,Price,Negative
2020-08-26,19:17:25,lovevtg1980,"ล้านแล้ว ไวมาก
-------
#GrabFood
#PunBNK48
#NoeyBNK48
#MusicBNK48
#JennisBNK48
#CherprangBNK48 pic.twitter.com/vF8hYmhmDI",No,,
2020-08-26,18:55:52,kaminoeymobile,"อยากินต้องได้กินนนนนนนนนนนนนนนนนนนนน
ถึงไม่ใช่ #GrabFood แต่ก็คงอารมณ์เดียวกัน ฮ่าๆ
#Noeyอิสรภาพทางการกิน
#noeybnk48
#GrabFoodFreeYourHunger https://twitter.com/cheekyfrog48/status/1298582826086887425 …",No,,
2020-08-26,18:32:50,not23_sripan,#ลุย #งานคือเงินเงินคืองาน💰💸 #grabfood #แกร็ปชัยภูมิ @ สวนอาหารตากหมอกชัยภูมิ  https://www.instagram.com/p/CEWdk86jMlNwx3V3iA6PthCG2R4Cl1o8XVtmYA0/?igshid=qqv7of4hztbz …,No,,
2020-08-26,16:35:31,rub_yen,"ร้านอาหารสำรับเย็น 
เปิดบริการทุกวัน 📞 085-1587749
หรือ สั่งผ่านทาง GrabFood #สำรับเย็น #เจริญนคร40 #คลองสาน #ฝั่งธน #ราคาไม่แพง #อร่อยบอกต่อ #thaifood #iconsiam #grabfood #มีบริการส่งราคาตามระยะทาง #ลูกค้าอิ่มเราก็อยู่ได้ 
เปิด 10.00 น. - 21.00 น. (ออเดอร์สุดท้าย) pic.twitter.com/QxrWRwCRNs",No,,
2020-08-26,14:14:47,caredora1,"ไปเตะผกก แป๊ป  🤣🤣🤣
#GrabFood #cherprangbnk48 pic.twitter.com/UzBJoRP2vJ",No,,
2020-08-26,14:01:52,bhumharit,"RT: เปลี่ยนบ้างก็ได้! ‘แกร็บ’ จัด ‘100 เมนูเอ็กซ์คลูซีฟ’ สู้ศึกฟู้ดเดลิเวอรี่ 

 https://positioningmag.com/1294094 
#BNK48 #Grab #แกร็บฟู้ด #GrabFood #แกร็บ #SignatureManu #ExcrusiveManu #เต๋อนวพล #FreeYourHunger #เลิกกินตามใครกดสั่งตามใจ #Positioningmag",No,,
2020-08-26,08:31:43,chatchaiphan,"มีคำมีเป็นล้าน แต่คิดไม่ออก...
ฝากกดดูกดติดตามด้วยนะ อิสๆ

 https://youtu.be/RvoVGrsejtU 
#สุราษฎร์ธานี #GrabFood #อย่าจาบจ้วงประชาชน",No,,
2020-08-26,00:18:07,3oox35,"อะไรของเค้าว่ะ ไม่พร้อมรับออเดอร์ก็ไม่ต้องรับดิ ไกลก็ไม่ต้องรับ จะมาให้ผมยกเลิกทำไม หรือจะมาเอาค่าจ้างสองเท่าจากผมได้ไง 
#GrabFoodth #GrabFood  pic.twitter.com/5ea8cRBPLh",Yes,Employee,Negative
2020-08-25,22:33:12,ppaptt_sa,พนักงานแก้ปเป็นอะไรมากเปล่าเข้าใจว่าช้าแต่ก็เห็นว่าอาหารย่างอยู่บ่นกระทะมันยังไม่สุกมันยังไปไม่ได้ ก็มาเร่งๆพูดมากทำตัวไม่พอใจที่รออาหารนานคือ10กว่านาทีเผลอๆไม่ถึงด้วยซ้ำเร่งแล้วเร่งอีกคือไม่สุกลูกค้ากินไม่ได้โทษร้านมั้ย พอเสร๋จก็กระชากอาหารยัดอาหารใส่หมวกกันน็อค? #GrabFood,Yes,Employee,Negative
2020-08-25,22:19:01,ziiedge,"ฮา ยันเบื้องหลัง ~~~~~

#grabfood #bnk48 #happyendingfilm https://twitter.com/ter_nawapol/status/1298278068818071552 …",No,,
2020-08-25,22:16:27,ter_nawapol,"before action photo .
รูปขณะรอสั่งแอ็คชั่น
เป็นการถ่ายรูปนักแสดงในกองที่น่ากลัวที่สุด
แต่ละคนสู้กล้องแบบคนถ่ายไม่กล้าสู้กลับ 555
รูปเผลอๆอะไรอย่าได้หวัง
กลัวแล้วครับ
photo by nawapol
#grabfood #bnk48 #happyendingfilm pic.twitter.com/490TCZsg47",No,,
2020-08-25,20:03:49,sunsun_ys,น้องซุงงงง @sungka8800 มาทำไรตรงนี้คะลูก ร้อนมั้ยยยย #grabfood  pic.twitter.com/IRB2WTNrf9,No,,
2020-08-25,19:44:27,hyeongjunmom17,#grabfood แม่งทำโฆษณาดีนะ ไอ้สัดเอ๊ย,Yes,Company,Positive
2020-08-25,17:40:22,reya645,Grabfood มีชาร์ท small order อีก 20 บาท นอกจาก delivery fee #nomoregrabfood #grabfood ที่ผ่านมากำไรยังไม่มากพอ?,Yes,Price,Negative
2020-08-25,16:21:31,discotakky,เมื่อวานเห็นเจ้าปัญลงstoryกินSalmon วันนี้เลยขอสั่งGrabกินตาม😋 Setข้าวหน้าแซลมอนทรีโอ +เกี๊ยวซ่ามีโปรลด35% เน้อ คุ้มและอร่อยมากจ้า #GrabFoodFreeYourHunger #เลิกกินตามใครกดสั่งตามใจ #GrabFood #PunBNK48 pic.twitter.com/huZwpomqJm,Yes,Price,Positive
2020-08-25,09:25:21,sasi_preaew,เพิ่งรู้นะ ว่าราคาของบน Grap กับราคาหน้าร้านไม่ตรงกัน เป็นทุกร้านป่ะ สงสัย ที่โดนคือบวก 10 บาททุกชิ้นเลย เฮ้อออ #GrabFood,Yes,Price,Negative
2020-08-25,08:14:31,pinkuru,"ad #Grabfood ตัวใหม่ คือ งาน Signature ของเต๋อมาก ดูปุ๊บรุ้เลยงานใคร 
แถมพ่วงน้องๆมาด้วย 

โอ้ยยย นวพล เธอออ",No,,
2020-08-25,06:50:25,ratkon1,"โฆษณาตัวใหม่ ได้ออกข่าว Work Point

#CherprangBNK48
#NoeyBNK48
#MusicBNK48
#PunBNK48
#JennisBNK48
#GrabFood
#อิสรภาพทางการกิน https://www.youtube.com/watch?v=zr12hgZnbjI&feature=youtu.be&fbclid=IwAR2Mx546op7n7H2M10KjT6Bw4dYW88R_zkBZlaaXXUyAxz_OjzAGQILKrKQ …",No,,
2020-08-24,23:47:48,pietrosmith,ไปแล้วไปลับ ไม่มีแผนวนกลับมาสกลนครอีกเลย #grabfood  pic.twitter.com/dLHK1B5esz,No,,
2020-08-24,23:43:49,blue_writer94,"มูฟออนจากท่อนนี้ไม่ได้
กดดูซ้ำเป็น 10 รอบ
ตัดมาดูแยกเลยละกัน 555555
น้อนนนนนนน ><
#CherprangBNK48
#เลิกกินตามใครกดสั่งตามใจ
#GrabFood #อิสรภาพทางการกิน
 https://youtu.be/1eb5A8NVy_A  pic.twitter.com/zwccHt3hJv",No,,
2020-08-24,22:18:05,boyzah17,"จังหวะน้องส่งฟรีโคตรโบ๊ะบ๊ะ

#GrabFood #อิสรภาพทางการกิน  https://youtu.be/1eb5A8NVy_A  via @YouTube",No,,
2020-08-24,22:09:40,ts_sorn,"#ไม่อ่านอะไรสักอย่าง #ชอบโทรจิก

เขียนบรรยายไปแล้ว #อ่านเถอะ
#GrabTH #GrabFood  https://twitter.com/seeme55555/status/1297842251414900739 …",No,,
2020-08-24,22:02:52,audyaud,"เมนู ขายดีวันนี้ครับ

เกี๊ยวแซ่บแห้งหมูบดนุ่มไส้กรอกบีลัคกี้

ออเดอร์ได้เลยครับ
สั่งกันนะครับ
#grabfood  pic.twitter.com/9xObKNio0a",No,,
2020-08-24,19:49:35,sm_add,สำหรับGrab ไม่พอใจมากๆ คือ กดสั่งไปเเล้วรอรถรับ-ส่ง ผลสรุปไม่มีบอกให้สั่งใหม่ พอสั่งใหม่ก็ขึ้นเเบบเดิม ติดต่อCall center ก็เป็นข้อความอัตโนมัติ คือไรอะ? ถ้าจะทำบริการเเย่เเบบนี้อย่าทำดีกว่า เเล้วอย่ามาล้อเล่นกับคนโมโหหิว #GrabFood,Yes,System,Negative
2020-08-24,19:31:58,callmepoi_p,"เพิ่งรู้ว่าถ้าสั่ง #Grabfood แล้วได้อาหารผิด ทางแอพจะรับแค่ฟีดแบคไปเพื่อแก้ไข แต่จะไม่ชดเชยอะไรให้เราเลย

กดสั่งโปรพอนเดอริง 6 แถม 6 ไป แต่ได้มาอีกแบบได้ยังไงคะ มันหารกันไม่ลงตัวค่ะคุณพี่ 😂 @GrabTH pic.twitter.com/t67B0ZLXEX",Yes,Employee,Negative
2020-08-24,18:53:12,withkaewnrj,"พิแกร๊บชลบุรีมาลงสตอรี่ช่วยโปรโมทโฆษณาตัวใหม่ของ #GrabFood ทำมาเปงแซวน้องน้า ตอนเราก็ไม่แพ้กัน อันล่าสุดนี่น่ารักจริง เฝ้ารอโฆษณาตัวต่อไปเลย จะได้เห็นอะไรใหม่ๆอีก จะมีน้องคนสวยบ้างมั้ยน้า อิอิ 😁💚
▶️  https://youtu.be/1eb5A8NVy_A 
#KaewBNK48 #อิสรภาพทางการกิน
#GrabFoodFreeYourHunger pic.twitter.com/Co0QThTPGm",No,,
2020-08-24,18:19:22,freezewater,"ดูโฆษณา #Grabfood  พี่เต๋อต้องได้บัลลงดอร์แล้วละ

#เลิกกินตามใครกดสั่งตามใจ
#BNK48",No,,
2020-08-24,18:05:43,earnrskpc,"สั่งไปแระปฏิเสธได้หรอ ได้หรอ
#grabthailand #GrabFood  pic.twitter.com/yFUuojjo2c",Yes,Employee,Negative
2020-08-24,17:02:13,grrguy,"@GrabTH อือ มันน่าเบื่ออยู่นะ
บางทีก็นานจนกดยกเลิกไม่ได้ ชั้นต้องโทรไป Call center เพื่อยกเลิกอีก 😐
#GrabFood  https://twitter.com/hiddenfloppp/status/1297823484513460225 …",Yes,Employee,Negative
2020-08-24,16:18:18,piraispira1,ขอมอบ MVP ให้กับมิวสิคในฉากนี้ คือเด็ดสุด เราลั่นขำสุด ปล่อยก๊ากเลย ไม่ไหวจริงๆ 5555 สิคลูกหนูเล่นจริงจังมาก หน้าเน่อออกมาหมดสดมากๆลูก 10/10 ไม่หักเลย #MusicBNK48 #GrabFood  pic.twitter.com/6mMneBcAIN,No,,
2020-08-24,14:20:44,momoparadiseth,"Grab Xclusive กับเมนู Ready to eat เมนูพร้อมทานราคาพิเศษเฉพาะซุปชาบู-ชาบู และสุกี้ยากี้ 📲เมื่อสั่งผ่าน #GrabFood เท่านั้นนะ กดสั่งเลย >>  https://bit.ly/2YokUNB 
•AUS Beef ราคาเพียง 200บาท จากราคาปกติ 260บาท
•KUROBUTA PORKPORKราคาเพียง 190 บาท จากราคาปกติ 240 บาท pic.twitter.com/ebS8fwsPlG",No,,
2020-08-24,13:49:06,deuxica,GrabFood อิสรภาพทางการกิน  https://youtu.be/1eb5A8NVy_A  via @YouTube // เป็นโฆษณาที่ขำมาก 55555 ทุกคนต้องดูนะ #Bnk48 #Bnk48xGrabTH #Grabfood,No,,
2020-08-24,13:35:55,tiger_hako,โบ๊ะบ๊ะมากกกกกกกกกกกกกกกกกกกกกกกชอบมากกกกกกกกกกกกกกกกกกกงุ้งงั้งงุ้งงั้งมากกกกกกกกกกกก 555555555 #NoeyBNK48 #Noeyอิสรภาพทางการกิน #PunBNK48 #GrabFoodFreeYourHunger #GrabFood #เลิกกินตามใครกดสั่งตามใจ pic.twitter.com/8iFnixDx7z,No,,
2020-08-24,13:01:10,kaoladddd,"ไม่เหมือนโฆษณาเพราะนี่มันคือการคืนอิสระภาพทางการกิน เราจะไม่กินตามใคร เราจะกินตามใจ!!!
#grabfood มอบอิสรภาพทางการกินให้กับคุณ!!!

#GrabFoodFreeYourHunger
#CherprangBNK48
#MusicBNK48
#PunBNK48
#JennisBNK48
#NoeyBNK48 pic.twitter.com/nzgAw4hhkJ",No,,
2020-08-24,12:30:31,btanasit,"กำกับโดย เต๋อ นวพล 55555 ชอบบบบบมากกกก
#grabfood  https://www.youtube.com/watch?v=1eb5A8NVy_A&feature=share …",No,,
2020-08-24,11:56:15,z3144228,สงสัย จะได้ยอดวิวถล่มทลาย  หลายสิบล้าน  #GrabFood #อิสรภาพทางการกิน #bnk48  https://youtu.be/1eb5A8NVy_A  via @YouTube,No,,
2020-08-24,11:31:17,rachchapol1,"โอ้ยเนยดูคิวหน่อยเธอ555 รู้ว่าส่งฟรี😂😂😆
#NoeyBNK48 #PunBNK48
#เลิกกินตามใครกดสั่งตามใจ
#GrabFoodFreeYourHunger
#GrabFood #BNK48 pic.twitter.com/3Ts20bHCFW",No,,
2020-08-24,10:50:09,pleji,"พี่ Grab ช่างน่าร้ากกกก💕 555+ จะฮาไปไหน 🤣 #Grabfood
ปล. ได้ทำงานกับน้องๆอีกแล้วนะคุณนวพเขาทำบุญด้วยอะไร   https://youtu.be/1eb5A8NVy_A",No,,
2020-08-24,10:48:23,48no33,"บทเข้าปากเมมมากครับ สมเป็นผู้เชี่ยวชาญ

#GrabFoodFreeYourHunger
#เลิกกินตามใครกดสั่งตามใจ #GrabFood
#BNK48
#PunBNK48 #JennisBNK48
#NoeyBNK8 #MusicBNK48
#CherprangBNK48 https://www.youtube.com/watch?v=1eb5A8NVy_A&feature=youtu.be …",No,,
2020-08-24,10:47:12,pcap48,"ไม่ดื้อครับ 
ปล. ขายให้ยันผู้กำกับจ่าา 
#grabfood #GrabFoodFreeYourHunger
#GrabfoodMegaSale
#เลิกกินตามใครกดสั่งตามใจ
#CherprangBNK48
#MusicBNK48
#เฌอสิค pic.twitter.com/8W1xXIunjR",No,,
2020-08-24,10:45:20,sang_sanit,"โอ๊ยยยย อย่างปั่น 55555555+ ชอบมาก คิดถึงงานแนวนี้ของพี่เต๋อมาก แชร์ให้เลย เราสนุกสัส
#GrabFoodFreeYourHunger
#เลิกกินตามใครกดสั่งตามใจ #GrabFood
#BNK48
#PunBNK48 #JannisBNK48
#NoeyBNK8 #MusicBNK48
#CherprangBNK48 https://youtu.be/1eb5A8NVy_A",No,,
2020-08-24,09:32:54,khunmee48,ขำช็อตนี้มาสามนาทีละเฌ๊ออออออ 55555555555 #Cherprangอิสรภาพทางการกิน #CherprangBNK48 #GrabFood  pic.twitter.com/VfjjwcBqxz,No,,
2020-08-24,09:30:59,_huntersea,"ฮาทุกอัน55555555
อย่างชอบ (พี่เฌอหล่อมาก)🥺
 https://youtu.be/1eb5A8NVy_A 
#GrabFood",No,,
2020-08-24,09:22:08,4grcpqdktmk9zyc,"น้องเฌอปราง5555 
#CherprangBNK48
#Cherprangอิสรภาพทางการกิน
#เลิกกินตามใครกดสั่งตามใจ
#grabfood #GrabFoodFreeYourHunger https://twitter.com/BellBood/status/1297720104629633024 …",No,,
2020-08-24,09:01:14,njlhbxcaleqvp2w,https://youtu.be/1eb5A8NVy_A  #MusicBNK48 #CherprangBKN48 #PunBNK48 #NoeyBNK48 #JennisBNK48 #GrabFoodอิสรภาพทางการกิน #GrabFood #GrabTH น่ารัก,No,,
2020-08-24,08:50:37,tabikearu,"นั่งขำอยู่คนเดียว 🤣

ไปตำ >>  https://youtu.be/1eb5A8NVy_A 
#GrabFood #GrabFoodอิสรภาพทางการกิน
#BNK48 #GrabxBNK48
#PunBNK48
#JennisBNK48
#NoeyBNK48
#MusicBNK48
#CherprangBNK48",No,,
2020-08-24,08:44:36,bagcat555,"ความฮานี้ เต็ม10 ไม่หักค่ะ

เต็มๆ  http://youtu.be/1eb5A8NVy_A 
#CherprangBNK48 #GrabFood  pic.twitter.com/ktBAKGrZmU",No,,
2020-08-24,08:41:01,mt1a_mb,"ของเราเป็นคนเดียวหรือเปล่าอ่ะ ทำอะไรไม่ได้เลย ข้าวก็หิวววว 🥺
#Grab #GrabFood  pic.twitter.com/CGypTn2yl2",Yes,System,Neutral
2020-08-24,08:39:31,noname801days,"ส่งฟรีขนาดนี้ต้องสั่งแล้วไหม !
#NoeyBNK48 #GrabFood #Noeyอิสรภาพทางการกิน pic.twitter.com/xWHtzCVK6x",Yes,Price,Positive
2020-08-24,08:32:19,k_ob48,"ส่งฟรีด้วยนะคะ~
#NoeyBNK48
#GrabFood
#Noeyอิสรภาพทางการกิน https://twitter.com/cheekyfrog48/status/1297706320041107456 …",Yes,Price,Neutral
2020-08-24,08:31:55,koibito_n,"โอ้ยเอ็นดู แง่นนนน 
ถ้าสั่งแล้วพี่คนนี้มาส่งมั้ยค้าาาา
#Cherprangอิสรภาพทางการกิน
#GrabFood #CherprangBNK48 pic.twitter.com/NfGAq14vVm",No,,
2020-08-24,08:26:58,tanyala44427253,"เนี่ยๆเฌอเล่นตลกได้5555 ถ้าคนส่ง #GrabFood จะน่าเอ็นดูขนาดนี้สั่งมันทุกมื้อไปเลยคับ #Cherprangอิสรภาพทางการกิน
#CherprangBNK48
 https://youtu.be/1eb5A8NVy_A  pic.twitter.com/uie1DSTLKk",No,,
2020-08-24,08:24:46,shuwab,"ช่วยด้วยกุขำไม่หยุด 55555555555 โว้ยยย
 https://youtu.be/1eb5A8NVy_A 
#MusicBNK48
#CherprangBNK48
#PunBNK48
#JennisBNK48
#NoeyBNK48
#GrabFood
#อิสรภาพทางการกิน",No,,
2020-08-24,08:24:31,cheekyfrog48,"รับบทเพื่อนนางเอกผิดคิว5555555
ไปค้าบ Grabfood เขามาประกาศอิสรภาพทางการกินละนะ😊
 https://youtu.be/1eb5A8NVy_A 
#NoeyBNK48 #Noeyอิสรภาพทางการกิน #GrabFood  pic.twitter.com/CR6KCu8swB",No,,
2020-08-23,17:51:54,champyonoyes,"จ้า ใช้ grab จ้า 
#GrabFood  pic.twitter.com/M5a6oj2Xjw",No,,
2020-08-23,14:15:46,ph86608982,"#Cherprangอิสรภาพทางกิน

คนโตชื่อ พิไท ชอบดื่มกาแฟ☕

น้องเล็กชื่อ เฌอแตม ชอบกินเครป🌮

ส่วนคนรองชื่อ เฌอปราง ของหวานนั้น
คือความสุข ทำทุกวันให้ดีที่สุด 
แคปเฌอ แคปเฌ้อ แคปเฌอ

แต่วันนี้ #CherprangBNK48 
อยากกินไร สั่งเลยที่ #GrabFood
💚💚💚💚💚💚  pic.twitter.com/wTHo0OD4qA",No,,
2020-08-23,00:19:17,graythesky,"วันนี้ทุกคนเก่งมากเลยครับ พรุ่งนี้มาปั่นกับอิสรภาพทางการกินของน้องเฌอต่อนะครับ ไปหายาแก้ปวดนิ้วและอย่าลืมเช็ดคีย์บอร์ดและหน้าจอมือถือนะครับ วันนี้ทำงานหนักมากกก 5555
#CherprangBNK48 #เฌอปรางxมติชน #SoftPower #GrabFood",No,,
2020-08-22,19:44:34,chubbitony,พี่แกร้บ คือฝ่าฝน (ที่ตกหนักมากๆๆๆๆๆ น้ำท่วมอ่ะคิสดู) มาส่งอาหารให้ชั้น พร้อมรอยยิ้มสดใสแบบ ขอโทดนะครับฝนตกเลยช้า 😓 ชั้นแบบแทบกราบ ยอมใจความพยายามของพี่แก คือฝนมันแบบไม่น่าขับมาได้ ประทับใจ 🙆🏻‍♂️ #grabfood,Yes,Employee,Positive
2020-08-22,18:58:12,twitneearoi,"เมนูโปรดของแมวอ้วนอย่างเรา วันนี้ขอเสนออออ ""ข้าวแมวกะพง"" ปลากะพงทอดชิ้นใหญ่ กรอบนอกนุ่มใน คลุกกับข้าวหอมนุ่มๆ เคล้ากับเครื่องเคียงครบรส ดีย์ ❤️
📍นิลทิมพง เมนูปลาเพื่อสุขภาพ
🛵 Grab Food | Line Man 

#อร่อยบอกต่อ #อร่อยไปเเดก #รีวิวอาหาร #Grabfood #LINEMAN @aroii @aroiipaiadk pic.twitter.com/VRmdQhifM8",No,,
2020-08-22,17:02:40,x_mingyu97_,"ตกลงผมจะสั่งเจ้าไหนได้บ้างครับ  ตอนนี้ผมใช้ทั้ง
#foodpandaTH
และ   #GrabFood  เลย  pic.twitter.com/X8ZxHlYj06",No,,
2020-08-22,15:09:59,onlinepartime,"ลุง #แกร็บฟู้ด เจอลูกค้าแย่ กดยกเลิกซ้ำไปมาเป็นว่าเล่น
#GrabFood
#foodpanda… https://us-central1-thaishare-prod.cloudfunctions.net/app/9wHfjNaGpswfG17l3URQ?u=WIs3on9C8BbFvSk1hOVWPNtHjxB3 …",No,,
2020-08-22,14:58:29,zgn89080242,"#MusicBNK48
#Musicอิสรภาพทางการกิน
ที่​ #GrabFood มีแก้มแบบนี้ขายมั้ย  https://twitter.com/somsom_20010224/status/1297077603421925377 …",No,,
2020-08-22,13:36:04,0825mollyning,#เขียงอารีย์ เดี๋ยวนี้ฝีมือตกฮวบฮาบเลยนะ ข้าวแห้งแข็งมาก ตับไก่ หัวใจเหนียว เหม็นสาป พอคนสั่งเยอะฝีมือตกเลย  ต่อไปจะไม่สั่งอีกแล้ว #grabfood,No,,
2020-08-22,11:51:19,melon_soi12,"สั่งอาหารจากร้านเดียวกัน Menu  เหมือนกัน แต่ราคารวมต่างกัน 140 บาท ถ่าดูเฉพาะแค่ค่าส่งคงจ่ายเงินแพง
เหมือนแก้รัฐธรรมนูณ จงแสดงออกมาให้ชัดเจนด้วย (รอ  democratical feasibility study กับ impact assessment ของทุกฝ่าย)
เวลามองอะไร จงมองให้รอบด้าน  #grabfood #getfood #แก้รัฐธรรมนูญ pic.twitter.com/MBKVUHcDrb",Yes,Price,Negative
2020-08-21,13:00:52,nitrealme,"เดินทางแล้ว ปะไปขายของต่อ
#CherprangBNK48
#grabth #grabfood #justgrab https://twitter.com/CherprangFcTwo/status/1296687415470575621 …",No,,
2020-08-21,12:31:40,jaturongpa,"โปรดีพรีเซนเตอร์สวย
#grabfood
#BNK48
#JennisBNK48
#Jennisอิสรภาพทางการกิน",No,,
2020-08-21,12:31:32,cccqfra,เราสั่งแกรบไปแต่ไม่ได้ของเพราะตัดบัตร ตอนพี่แกรบโทรมาเราถามว่าอยู่หอเรามั้ย นางบอกว่าอยู่ เลยบอกให้วางไว้บนโต๊ะเพื่อที่จะลงไปเอา พอลงไปเอาไม่เจอ หา2รอบไม่เจอ เลยติดต่อคอลเซนเค้าไป เค้าบอกว่าวางไว้แล้วให้ลงไปเอาเอง เอ้า ก็มันไม่เจอจะให้ลงไปเอาที่ไหนไม่รับผิดชอบอะไรเลย #grabfood,Yes,Company,Negative
2020-08-20,21:28:38,choeiji,จะครบปีล่ะ ย้ายค่ายได้ #lineman #GrabFood #linemanหล่อบอกด้วย pic.twitter.com/QOG0kfGZ4P,No,,
2020-08-20,19:46:20,melon_heng,"#CGM48 #KaningCGM48
#パットタイ #grabfood

ได้ชิมซะที​ ผัดไทยร้านคนิ้ง
ขอบคุณ​น้องสาวที่ช่วยสั่งแกรบมาให้​ 😊  pic.twitter.com/fCHGdk9Z1R",No,,
