date,time,username,tweet,Food Delivery,Aspect,Sentiment
2020-06-28,22:29:49,nummonzachichi,สวัสดี เราเข้าสู่ยุคนอนอยู่บ้านมือขยับก็อ้วนได้แล้วนะ555 ชอบความจอดเรียงกันเด้อชอบอันไหนสั่งเลยจร้า #grap #lineman #lalamove #foodpandaTH pic.twitter.com/W933l342Ot,No,,
2020-06-28,05:18:52,feel_coldpress,"ร้านเรายังมีเครื่องดื่มคุณภาพตัวอื่น
เพื่อรองรับคุณลูกค้าด้วยนะคะ #เครื่องดื่ม #drinks #lineman #เดลิเวอรี่ #mocktail 

Line ID: feel_coldpress pic.twitter.com/HIEfu1mOzX",No,,
2020-06-28,00:25:52,tkn0lupuqmjcftl,คือดูคลิปในtiktokมีพยาบาลคนนึงบอกว่าไลน์แมนไม่ยอมส่งบนตึกแล้วโกรธเขาแต่บอกประเด็นไม่ได้ขึ้นมาส่งที่ตึกแต่บอกว่าประเด็นอยู่ที่ไลน์แมนไม่ใส่แมสอันนี้โกรธพอเข้าใจอันนี้เห็นด้วย แล้วพอคลิปต่อมาบอกว่าไลน์แมนคนนี้ทำไมยังส่งได้ขึ้นตึกได้ #lineman #ไลน์แมน,No,,
2020-06-27,18:18:33,lilbabewithyou,"หอยแครงลวก 🐚
- ชุดเล็ก : 120 บาท
- ชุดใหญ่ : 240 บาท
• ยำหอยนางรม : 120 บาท
• กุ้งแช่น้ำปลา 10 ตัว : 120 บาท
• พล่ากุ้ง 120 บาท
🚫ไม่ใส่ผงชูรส ใช้น้ำมะนาวสด🚫
วิธีการสั่ง
▶️ Line: @225ihhms  https://lin.ee/C9hDZfb 
▶️ ช่องทางการสั่งออนไลน์สั่งผ่าน
#wongnai #LINEMAN #Grabfood",No,,
2020-06-26,17:46:04,chayalee911,"https://wongn.ai/dw6cq 

เบอร์เกอร์ แซนวิช ราคาโดนๆ สด ใหม่ อร่อยคุ้มจ้า
#เบอร์เกอร์ #Delivery #lineman
#อร่อยบอกต่อ #อร่อยไปเเดก",No,,
2020-06-24,14:42:23,panggamtaek,"เสริช์ชื่อร้าน ปังแก้มแตก
และสั่งผ่านไลน์ได้เล้ยย

#สลัด #ไลน์แมน #salad #lineman #fooddelivery pic.twitter.com/EDaEdkhkyw",No,,
2020-06-23,18:46:15,pukpaopukpao,เพิ่งรู้ว่าใช้ Line point จ่าย Lineman ได้ ซึ่งมีpointสะสมไว้ตั้งแต่สมัยที่แจกแรกๆอยู่500pts รวยยยยย #lineman,No,,
2020-06-22,19:29:56,paidonnnn,"☎️ 093-645-5632
🌟 11.00 - 20.00 น. 🌟 หยุดทุกวันอาทิตย์
🛵 #Lineman กดลิ้งค์นี้  https://wongn.ai/6aedu 
📍 พิกัด เตี่ย บุชเชอรี่ ซอย จันทน์ 18/7 แยก 17 (เซนต์หลุยส์ซอย3)
🚘 สามารถจอดรถที่สมาคมแต้จิ๋ว (มีค่าบริการ)

#Paidonnnn pic.twitter.com/jFfB5cqBt3",No,,
2020-06-22,17:03:16,firewinrealgold,eat am are ฟรีค่าส่ง 100 บาท มีโปรโมชั่นสำหรับคนบ้านไกล ชอบกินสเต็กแต่ค่าส่งเยอะใช้ code นี้ลดได้ สั่งเลยคุ้มมม #eatamare #ถูกบอกต่อ #lineman  pic.twitter.com/2GZxF2bQnF,Yes,Price,Positive
2020-06-21,22:20:01,warppaidak,"ร้าน #ติดลมหมูทอด มีโปรฯ
สั่งข้าว1แถม1 ใน #LineMan ค่าส่งแค่10บาท อิ่ม อร่อย คุ้มค่ามาก  pic.twitter.com/MdQBpl7qDm – at บ้านกลางเมือง(รัชดา-เหม่งจ๋าย2) ซ.สหการประมูล",Yes,Price,Positive
2020-06-21,12:22:30,krasaenoi,#LINEMAN ใช้ได้แล้วสั่งข้าวดีฟ่า,Yes,System,Neutral
2020-06-21,11:30:37,mhonmhonncx,อิไลน์แมน แอพบัคเองเสือกจะปรับกุ50บาทโถอี #LINEMAN,Yes,System,Negative
2020-06-21,11:26:55,baitongjme,ฉันหิว มึงจะมาล่มอะไรตอนนี้้้้้้ ค้วยยยยย  #LINEMAN,Yes,System,Negative
2020-06-21,11:19:36,nonaengja,ลาก่อน #LINEMAN อีควาย ปัญหาเยอะนัก,Yes,Company,Negative
2020-06-21,10:58:44,gotdefjb,"แอพล่มหรอ?
#LINEMAN",Yes,System,Neutral
2020-06-20,23:57:28,dfwcftk,ช่วงหลังพนักงานส่งอาหารส่งของไม่ค่อยใส่หน้ากาก แสดงว่าเลิกระวังตัวคิดว่าประเทศปลอดเชื้อโควิด 100% แล้ว อยากบอกว่าคุณกำลังเข้าใจผิด อยากให้ระวังตัวกันเท่าเดิม ใส่หน้ากากหมั่นล้างมือ เพื่อที่ตัวคุณจะไม่เป็นตัวกระจายเชื้อให้ลูกค้านับร้อย #grabth #getfood #foodpanda #lineman #kerry,Yes,Employee,Neutral
2020-06-20,10:57:17,akrw_ton,"#lineman ขี้โม้นี่หว่า -.,-  pic.twitter.com/xBXjyLPX8b",Yes,Company,Negative
2020-06-19,07:59:22,me2papillon,"Grab หรือจะสู้ ก๊าบๆๆ
#grab #lineman #พี่วิน #ส่งด่วน1วันถึง pic.twitter.com/l16FMAXlKa",No,,
2020-06-17,16:34:05,windy_eunhyukky,นมสตอเบอรี่ by PULA #slowmoothie #slowmoothiebypulakitchen  ขอลองหน่อยนะ...ขอลองหน่อยน้าาา~~ 😋😋 #windysohappy #windytaohyuksohappy  อุดหนุนได้ที่ FB:Slowmoothie รึสั่งผ่านไลน์แมน #lineman…  https://www.instagram.com/p/CBiAWCyhIZfOhdSf2m3m5Ogad3-hKy3wLr0vt40/?igshid=7uj448k1kh1g …,No,,
2020-06-17,14:00:31,brankiii_,ฝาก LINE MAN ไว้ในอ้อมอกอ้อมใจด้วยนะครับทุกคน  ส่งฟรี 3 กม.แรก และมีโปรเด็ดดีลดีตลอดทั้งเดือนครับ Taxi เราก็มีบริการนะครับ #LINEMAN #LINEMANTAXI #LINEMANFOOD #LM pic.twitter.com/gyTU6Ao3SK,Yes,Price,Neutral
2020-06-16,10:21:29,thepedzzzz,@lineman_th  พนักงานคุณที่ส่งของที่ตลาดดวงแก้ว เวลา 9.56 น. วันที่ 16 มิ.ย. ขับรถแทรกมาชนกระจกรถดิฉัน 2 ครั้งแล้วขับหนี ไม่ได้จะให้มารับผิดชอบนะคะ แต่สามัญสำนึกควรมีนิดนึงค่ะ ขอบคุณ ขอโทษควรบอกพนักงานให้ท่องจำให้ขึ้นใจ #lineman,Yes,Employee,Negative
2020-06-13,19:53:39,dracured,เปิดโลกมากแม่ “พิซซ่ามันหวาน” 💯 รสชาติเข้ากันแบบบอกไม่ถูก นี่ยังไม่รวมริซอตโต้ที่มีปูมาแบบเน้นๆ เต็มกล่อง #ร้านอาหารเปิดใหม่ #อาหารเกาหลี #ของดีบอกต่อ #seogaandcook #LINEMAN  pic.twitter.com/q5R1r1q3YV,No,,
2020-06-13,19:09:30,o_siwat,#Lineman ไม่มีกดยกเลิกออเดอร์!!?? คือทางร้านบอกเมนูที่สั่งไม่มีคุยกันว่ายกเลิกคำสั่งซื้อ ซักพักคนขับก็โทรว่าถึงร้านแล้วเลยทำให้เขาเสียเที่ยวเลย,Yes,System,Neutral
2020-06-13,17:33:03,blackjack_caffe,หิวก็สั่งได้นะคะ ไม่ว่าจะสั่งทาง #LINEMAN หรือ เข้ามาทานที่ร้าน ร้านเรายินดีให้บริการค๊าา🍚🍝🥗🥞🥐☕️🥤🍰🍛 #BLACKJACKcaffe #cafe #อร่อยบอกต่อ #coffee #food #รีวิวคาเฟ่ pic.twitter.com/yCwxJrLzVv,No,,
2020-06-12,19:51:05,chmyrqx,อีเหี้ย สั่ง line man แต่ line man ไม่เอาเงิน ฝากไว้ป้อมยามแล้วก็ขับออกไปเลย กุงงมาก อันนี้ต้องทำยังไงอะ #linemanth #lineman,No,,
2020-06-12,14:33:21,itis_a_p,คงไม่มีใครเป็นห่วงเราเท่า #lineman แล้วล่ะ😂  pic.twitter.com/7am6im7XnO,No,,
2020-06-12,11:18:20,qaiwgghkm14,สุดท้ายสั่งlinemanจ้า ฟรีค่าส่ง3กม.แรกนะ #LINEMAN,Yes,Price,Neutral
2020-06-09,21:56:47,nmsujaip,"สมัครผ่านลิงก์นี้วันนี้ แล้วรับโบนัสต้อนรับ ฿100 เลย! มาช้อปให้คุ้มกัน!
#Lazada #ShopeeTH #LINEMAN #foodpandaTH https://app.shopback.com/tha?raf=LeaCvo",No,,
2020-06-08,16:03:44,lazytj7,เจอโปรลับแล้วจะหนาว #LineMan  pic.twitter.com/P3bPaIp8FO,Yes,Price,Neutral
2020-06-08,12:58:00,aprillyms,จะสั่งหมีพ่นไฟกับ #lineman 9กิโล 118บาท บายจ๊ะ ลบแอพ คงใช้ได้เฉพาะช่วงโควิดที่มีโปรส่ง10บาทจริงๆอะ🙄,Yes,Price,Negative
2020-06-08,09:55:25,ffouur,อีดอก lineman ขนมจีนชั้นหายไปไหน สึสสสสสสส #LINEMAN  pic.twitter.com/A1hSI4O9vm,Yes,Employee,Negative
2020-06-07,20:05:54,pearlykiss,"เกิดอะไรขึ้น ออร์เดอร์เยอะหรืออะไร
#LINEMAN  pic.twitter.com/Ed5LS1rvnj",Yes,System,Negative
2020-06-07,19:37:33,plt_mm,#lineman ช่วงนี้ล่มบ่อยจังอ่ะ เป็นไร รำคาญ,Yes,System,Negative
2020-06-06,19:59:52,mdogbearth,ตามสั่งเจ๊หลอด #LINEMAN  pic.twitter.com/gEfJIohb4O,No,,
2020-06-06,15:03:49,lalism273,กำลังจะเปลี่ยนไลน์ทำไงถึงจะได้ใช้เงินในวอลเลทคะ เสียดายอ่ะ ซื้อชาได้แก้วนึงเลย #LineMan #LinePay pic.twitter.com/Vr6aAbrUKo,Yes,System,Neutral
2020-06-05,21:27:43,ta3ngmoz,#ฝากร้าน #ติดหอย #ชินเขต ด้วยนะคะ ใครที่อยู่ใกล้เคียง สั่งได้ที่ #lineman หรือ  โทร. 080-6622163 อร่อย มาตำ น้ำจิ้มแซ่บๆ #ติดหอยชินเขต #หอยแครงลวก pic.twitter.com/6AFg5vR19V,No,,
2020-06-05,19:54:13,meiji_shb,"เรื่องนี้ต้องถึง #lineman ไรด์เดอร์คนนี้บริการดีมากกก พูดจาดีมากกกกก อยากชื่นชมพี่เขาค่ะ🥰
โทรมาแจ้ง มีการแนะนำตัว ชื่อ-สกุล ว่าผมเป็นไลน์แมนนะครับ ผมได้รับอาหารแล้ว อาหารจะถึงภายในกี่นาที
คือประทับใจในการสั่งอาหารครั้งนี้มากให้ 1000/100 เลย🤘
#คนทำดีต้องชื่นชม pic.twitter.com/kgxrjbUiWK",Yes,Employee,Positive
2020-06-04,12:11:47,kltpns,ทุกโค้นนนนนน พ่อเราอยู่บ้านว่างๆช่วงนี้พ่อเราชอบทำอาหาร คือทำหน้าจิ้มแซ่บมาก คือเราทำอาหารไรไม่เป็นเลย พ่อเลยเปิดร้านนี้ใน #lineman #รีวิวเซเว่น #รีวิวของกิน Line man ร้านขื่อ Shelldon seagrill นะคะ ฝากร้านของพ่อด้วย pic.twitter.com/USNYT5Dx8L,No,,
2020-06-04,09:29:07,asearcher1,"แอปสั่งอาหารออนไลน์ เจ้าไหนดีที่สุดในปี 2020
.
👉🏻อ่านรายละเอียดเพิ่มเติมได้ที่>>> https://bit.ly/36W0hw4 
.
👉🏻ร่วมสร้างโอกาสทางการงานที่ดี
 https://jobs.asearcher.com 
#aSearcher #แอปดีบอกต่อ #GrabFood #foodpanda #lineman #หางาน #หาคน #ทำงาน #งานประจำ #งานด่วน #สมัครงาน #รับสมัครงาน pic.twitter.com/DnUwWMvYzU",No,,
2020-06-04,02:59:30,milinnrn,เอาค่าส่ง 10 บาท กลับมาเถอะขอร้อง #lineman,Yes,Price,Neutral
2020-06-03,10:47:32,newnewsn,ทำไมแอพ #lineman ต้องเข้าถึงข้อมูลเพือนด้วยอ่ะ  pic.twitter.com/ftqxRGvF5O,Yes,System,Negative
2020-06-03,08:54:28,imyourcandys,ตอนนี้พ่อเราตกงานค่ะ อยากทราบว่าการวิ่งรถส่งอาหารยากไหมคะ ใครมีประสบการณ์มาบอกเราหน่อยนะคะ ;——; หรือมีคำแนะนำในการวิ่งรับส่งอาหารก็สามารถแนะนำมาได้เลยค่ะ #lineman #foodpandaTH #GrabFood,No,,
2020-06-02,23:28:24,kookiedoughmm,"ทุกคนอาจจะสงสัยว่า Blondie คืออะไร ?
🔸 บลอนดี้เป็นขนมคล้ายบราวนี่ค่ะ แต่แค่เปลี่ยนส่วนผสมหลักจากช็อกโกแลตเป็นวานิลลาค่ะ 

สนใจติดต่อทางไอจี 𝐢𝐧𝐲𝐨𝐮𝐫𝐭𝐮𝐦𝐦𝐲.𝐛𝐤𝐤 นะคะ
++

#BlondieSnackBar #brownies #delivery #lineman #kerry #ของหวาน #ของทานเล่น #ร้านขนม #ไอจี #ตลาดนัด pic.twitter.com/jjEe5Z1OOC",No,,
2020-06-02,12:48:29,gggguigui,"กินอะไรดี??

ก๋วยเตี๋ยวเส้นหมี่หมูตุ๋น 
เนื้อหมูตุ๋นเน้นๆ ลูกชิ้นเน้นๆ ถั่วงอกเราก็เน้น 

✅ สด ใหม่ สะอาด 
✅ หมูเน้นๆ
✅ ลูกชิ้นเน้นๆ

เตี๋ยวต้มตุ๋น เส้นหมี่หมูตุ๋น #LineMan #GrabFood
#ต้มตุ๋น #ก๋วยเตี๋ยวหมูตุ๋น #Noodle #เพชรเกษม93 #อร่อยไปแดก #อร่อยบอกต่อ pic.twitter.com/090nc0hFb5",No,,
2020-05-31,12:44:31,nathmaison,กะเพราปูบวกไข่ปูแบบจุกกรุบ บวกน้ำจิ้มซีฟู้ดแซ่บๆ อร่อยลืมมม #เจ๊ดมกะเพราแซ่บ พรุ่งนี้สั่งได้เลยนะ #lineman อันนี้ลูกค้า vvip จ่ะ @ Blueberry Bakery And Coffee  https://www.instagram.com/p/CA10jstnRkm/?igshid=g81rq5pn4252 …,No,,
2020-05-31,07:49:25,siwawaed,ทำไม #LINEMAN ต้อง access friends info ค้าาาาาาา ปิดก็ไม่ได้ค่าาาา  pic.twitter.com/MvncaVVadu,Yes,System,Negative
2020-05-30,12:50:36,ifly_ily,"แนะนำของกินในไลน์แมนหน่อยครับ
#LINEMAN",No,,
2020-05-30,08:47:54,smechannell,"เจ้าของร้านอาหาร/คนส่งอาหารรู้ไหม ช่วงไหนคนสั่งเดลิเวอรี่มากที่สุด ถ้าไม่อยากพลาดออเดอร์สำคัญ เตรียมตัวให้พร้อมตามลิงค์นี้ คลิก!!
 https://youtu.be/o4_-fG3G3sM 
#smeชี้ช่องรวย #ชี้ช่องรวย #โอกาสโตของคนตัวเล็ก #smartsme #GrabFood #foodpanda #LINEMAN #flashexpress
#เทคนิคธุรกิจร้านอาหาร",No,,
2020-05-29,21:53:13,gggloyyy,ด้วยความอยากกินของหวานเลยกดสั่งโรตีใน #LINEMAN กดไปสักพักฝนตก แล้วพี่เค้าก็ได้ของมาแล้ว แต่ติดฝน นี่ก็รอสักพักกะว่าจะให้พี่เค้าส่งเลขบชมาแล้วจะโอนให้ ของก็ให้พี่เค้าไป ไม่ทันจ้า พี่ขี่ตากฝนมาส่งให้ถึงหน้าบ้านเลย ทุ่มเทสุด เลยทิปไป20บาท เทหมดกระเป๋าเลย 5555  pic.twitter.com/u8sd1AuT2s,Yes,Employee,Positive
2020-05-29,21:17:05,jnpattt,แกยอมใจไลน์แมนว่ะ ฝนตกแรงมากนะเอาจริง ตอนช่วงที่เค้ามาส่งของก็ยังแรงอยู่นะ พี่เค้าฝ่าดงฝนมาส่งได้ให้ชั้นททับใจมาก #LINEMAN,Yes,Employee,Positive
2020-05-29,10:07:08,blackbirdcoffe2,"ชาวนครปฐมเช้านี้เติมควมสดชื่นด้วย ซิตรัสอเมริกาโน่ กันหน่อยครับ ด้วยกลิ่นผิวส้มหอมๆกับกาแฟเข้มๆ สดชื่นแน่นอน ส่งฟรีตัวเมืองนครปฐมครับ กดสั่งพี่ไลน์แมนได้เลย
 https://wongn.ai/pkov6 
#นครปฐม #ร้านกาแฟนครปฐม #ตัวเมืองนครปฐม #LINEMAN  pic.twitter.com/mpS3TPAc0j",No,,
2020-05-29,06:35:50,bchaiyapun,"เมนูใหม่ ""ไข่กะทะนกตื่นเช้า"" สะอาด ปรุงร้อนๆตั้งแต่5.30 -7.00 มาเมืองทองอย่าลืมสั่งสิ #ไข่กระทะ #เมืองทองธานี #lineman  pic.twitter.com/IvD1ijHY4k",No,,
2020-05-28,22:48:12,nuengthidaaa,"อยากให้ Grab หรือ Line man ห​รืออะไรก็ได้ มีบริการซื้อยาในร้านขายยากับเภสัชมาให้เราได้บ้าง..
  ปวดไมเกรนทีจะตายมากจ้าา 😭
#LINEMAN #grabth",Yes,Company,Neutral
2020-05-28,20:22:27,hirorisme,ขออนุญาตฝากร้านจ้าาา ขายต๊อกบ๊กกี สายอาหารเกาหลีห้ามพลาด !! สนใจแอด Facebook ไปสั่งได้เลยย @oppakoreath20 หรือ DM มาสอบถามเราได้น้าา #อาหารเกาหลี #koreafood #โอปป้าในซีรี่ย์ไม่มีอยู่จริง #SEHUN #BLACKPINKISCOMING #LINEMAN  pic.twitter.com/Z7w6nG7EBd,No,,
2020-05-28,19:20:41,curry_shogun,"📌 ②โปรโมชั่น เสาร์/อาทิตย์ 🍛🍝
เมื่อลูกค้าสั่งเมนูใดก็ได้ครบ300บ.ขึ้นไป
สามารถแลกซื้อเมนู
""โชกุนคาเร""หรือ""สปาเก็ตตี้คาเร""
ได้ในราคา99บ. จากปกติราคา180บ.

#まいどデリバリー #maidodelivery #lineman #ラインマン #フードパンダ #foodpanda…  https://www.instagram.com/p/CAuzgo5HvDb/?igshid=egaqgsxfajda …",Yes,Price,Neutral
2020-05-28,10:57:11,attakank,Line Man ใช้ในเชียงใหม่บางโซนได้แล้วนะ สั่งเลยจ้าา มีคูปองลด 80 บาทสำหรับผู้ใช้ใหม่ด้วย #lineman #chiangmai #กินไม่เกิน100 #รีวิวเชียงใหม่ pic.twitter.com/G5yNIjjtr4,Yes,Price,Neutral
2020-05-28,10:29:15,muaenfun_a,"ติดโซเชียล​แบบใหม่ นั่งไถ grab food กับ lineman หาของกิน 🤣🤣🤣
#COVID19 #คนไทยแปลว่าอิสระ #grabfood #lineman",Yes,Company,Neutral
2020-05-28,09:26:50,posttoday,#SAVEร้านแถวบ้าน เคียงข้างกันไปทุกมื้อ LINE MAN เริ่มแล้ว 3 กม. แรกส่งฟรี! #กินเที่ยว #โปรโมชั่น #เดลิเวอรี่ #Delivery #LINEMAN via @PostToday https://www.posttoday.com/life/travel/624610 …,Yes,Price,Neutral
2020-05-27,09:47:21,2molhpotgh5prib,8 ร้านทุเรียนอร่อยไม่มีหยุด!  https://today.line.me/TH/article/PNkpjV?utm_source=ttshare … #LINETODAY #LINEMAN,No,,
2020-05-26,18:04:20,lalisandd_,"""อีก 5 นาที ถึงนะครับ""

เป็น 5 นาทีที่ไม่มีอยู่จริง
#GrabFood
#lineman",Yes,Employee,Negative
2020-05-26,15:23:55,forgetmenorse,คือว่าเมื่อกี้เพื่อนมาคุยว่าข้าวแกงเขียวหวานของเคเอฟซีอร่อย นี่เลยอยากกินบ้าง เข้าไลน์แมนลองหยิบใส่ตะกร้า เอิ่ม ค่าข้าว59฿ ค่าส่ง120฿ (ก็บ้านไกล9โลได้ ต้องข้ามเรืออีก) นี่เลยไว้ค่อยกินดีกว่า ปิดทรศ จะเอาออกจากตะกร้า ขึ้นกำลังรับออเดอร์ #รีวิวไลน์แมน #lineman,Yes,Price,Negative
2020-05-26,14:41:06,storyoverload,#เรื่องมึนประจำวัน สั่งอาหารผ่าน Grab ตัดจ่ายเรียบร้อย #Grab มาส่งอาหารยื่นเงินจ่ายทันใด ใช้ #Lineman มากไปหน่อย,No,,
2020-05-26,10:53:04,mufc1608,หิวข้าวว ;-; #lineman  pic.twitter.com/KSj2NIo5qc,No,,
2020-05-26,10:46:29,eatthestreet2,"Promotion Line man มาแล้วนะคะ ส่งฟรีไม่เกิน 3 กม.หากเกินเริ่ทต้นที่ 10 บาท ประหยัดค่าส่งสุดไปเลยย มาทาน souffle pancake และ hotdogกันเยอะๆน้าา
.
.
.
#lineman #ส่ง10บาท #ส่งฟรี #soufflepancake pancake #hot dog  https://www.instagram.com/p/CAovEr3AzC7/?igshid=14rmqb4o2t721 …",Yes,Price,Neutral
2020-05-26,10:45:17,f_001s,คือหิวมาก ท้องร้อง จนปวดไปหมด มาเจอแบบนี้ก็ไม่ไหวนะ เป็นตั้งแต่ 10 โมง จนตอนนี้10:45 ก็ยังไม่ได้กินอะไรเลย เปลี่ยนทั้งไวไฟ ทั้งเน็ตตัวเอง ก็ยังไม่ได้ ล่มหรอ หรือยังไง #lineman  pic.twitter.com/XSMb3lh1cv,Yes,System,Negative
2020-05-26,01:07:43,_s09275,แอพไหนมาส่งไวสุดและเสียค่าส่งเท่าไหร่มาดูกัน #grab #lineman #foodpandaTH #foodpanda มีแอพนึงโดนเสียค่าสั่งขั้นเพิ่ม20ด้วย เพราะยอดสั่งไม่ถึง https://youtu.be/JbcSsYLlg2M,No,,
2020-05-25,16:24:14,newslinesecrets,"🥪 มื้ออาหารของคุณจะไม่จำเจอีกต่อไป เพราะเรามีโปรอร่อยมากมายให้ ชาวสาทร-เจริญราษฎร์ ได้เลือกสรรที่ #LINEMAN เท่านั้น! ขอเสิร์ฟความสุขถึงบ้านของคุณกันนะคะ
🥪 ส่งฟรี 3 กม.แรก*! #ตลาดนัดDANITY 
.
✨พิเศษ! ส่งฟรี 3 กม.แรก 
สั่งเลย!line://app/1455596898-NXbBzDK7?restaurantId=539526Qu pic.twitter.com/gT7uvQXTEF",No,,
2020-05-25,15:06:47,lili57za,ใดๆแล้ว ไม่ต้องถามว่าทำไมฉันถึงอ้วน😂#LINEMAN  pic.twitter.com/aFObsuCBsX,No,,
2020-05-24,19:05:51,palmlopez,"นี่ #LineMan หรือ #Grab ❓❓❓
เอาดี ๆ #PalmLopez ❗️❗️❗️
ทำงานในยุค #Covid19 ❗️❗️❗️ pic.twitter.com/LVKIVYdfAC – at Fashion Island (แฟชั่นไอส์แลนด์)",No,,
2020-05-24,18:44:27,llcandygll,รีวิวบอนชอนใน #lineman วันนี้รอเกือบ 2 ชม. โทรถามร้านเพื่อจะยกเลิก ร้านเสร็จนานแล้ว เลยอะ รอต่อไป สรุปมาแบบเหี่ยว เหี่ยวทั้งอาหารและฉันเอง,Yes,Employee,Negative
2020-05-24,14:38:47,iwednesdaynight,นี่เราจะไม่ต้องออกไปจ่ายตลาดเองแล้วหรอ #lineman  pic.twitter.com/GcvS6hPFDm,No,,
2020-05-23,20:17:53,somsom65639633,"มีบริการไลน์แมนแล้วค่ะ😁
📲สั่งได้เลยค่ะ🙏
#เกีี๊ยวเฮียล้อ​ #โควิดเราต้องรอด #โควิด #โควิด_19 #อร่อยไปเเดก #อร่อยบอกต่อ #LINEMAN #ขายของกิน #รีวิว​ #รีวิวของกิน pic.twitter.com/ktJdU53USP",No,,
2020-05-23,16:40:26,ammxoxo,กะเทยก็ต้องคู่กับยำตลอดไป ร้านดีร้านเด็ด แนะนำ Love yum เด็ดจริง อยากให้ลอง #รีวิวของกิน #บางบัวทอง สั่งออนไลน์ผ่าน #LINEMAN ได้เลย 👍🏾 เข้าไปดูที่เพจ love.yummm 🔥  pic.twitter.com/O44AhySLhq,No,,
2020-05-22,16:27:40,hotpokki_pk,"มีบริการสั่งทาง Lineman แล้วนะคะ
โดยสามารถเสิร์ชชื่อ hotpokki ได้เลยค่ะ
หรือจะโทรมาสั่งที่เบอร์  0803313044 และเข้ามารับอาหารด้วยตนเองที่ร้านhotpokki ก็ได้นะคะ
#hotpokki #อร่อยไปแดก #อร่อยบอกต่อ #lineman @aroii #รีวิวเกาหลี #อาหารเกาหลี pic.twitter.com/Wp6VzQKmKb",No,,
2020-05-22,13:46:28,thaya_nont,ข่าวดี! สำหรับคนอยากกิน #ชานมไข่มุก ระหว่างเปิดจอรอนนท์ เพียงสั่ง JLD Dragon ผ่าน #GrabFood และ #LineMan แล้วใส่ #JLDDragonThailandxNont มาในโน้ต additional request / special instructions รอลุ้นแถมชานมไข่มุกฟรี! อีก1แก้ว และคูปอง voucher 1 ใบมาใช้ย้อนหลังวันนี้วันเดียวเท่านั้นนะ pic.twitter.com/XvI6jz5Gof,Yes,Price,Neutral
2020-05-22,11:39:00,thita_aaaa,สองครั้งเเล้วนะที่สั่งKFCผ่านline man แล้วร้านปิดตลอด คือน่าโมโห #lineman,Yes,System,Negative
2020-05-22,07:32:12,looggolfwinner,เรากดส่วนลด lineman 50 บาท ใช้ได้เฉพาะfood delivery โค้ดเหลือเวลาอีกประมาณ40 นาที ใช้ได้แค่ครั้งเดียวนะคะ ใครเจอก่อนเอาไปใช้เลยจ้า #lineman #fooddelivery #code #PROMOTION pic.twitter.com/K9mJQZn9Nz,Yes,Price,Neutral
2020-05-21,18:22:50,zpell_official,"💥 30 ร้านเด็ด จาก Future Park & Zpell #LINEMAN พร้อมเสิร์ฟความสุขถึงบ้าน!
🧡 รับฟรีส่วนลดค่าส่ง 50 บาท เมื่อซื้ออาหารจากทางร้านที่ร่วมรายการ
🧡 Code  👉🏻 FUTURE50
✨รับเลย! ส่วนลดค่าส่ง 50 บาท *จำนวน 1,000 สิทธิ์…  https://www.instagram.com/p/CAcrUySA1Z6/?igshid=2vzvu1nkm88w …",Yes,Price,Neutral
2020-05-21,09:33:32,dhipk___,ตามรีวิวในทวิต #Mikka #dalgonacoffee  รสชาติละมุน หวานหอม สั่ง #Lineman ค่าส่ง 10.- ร้านแยกน้ำแข็งมาให้ด้วย  pic.twitter.com/9PCeOuwm6I,No,,
2020-05-21,09:11:26,like_to_try,"#สะพานใหม่ พอถนนมันโล่งก็ขอสักหน่อยเนอะ....  @js100radio 
ปล.เพื่อนในกลุ่มถ่ายมา แต่แถวบ้านเราไง น่าจะเส้นตัดใหม่?
#grab #foodpandaTH #lineman #getfood ตามฟุ๊ตบาทเนี้ยก็วิ่งกันจัง ถนนโล่งๆ มีไม่วิ่ง pic.twitter.com/CO2Pa6XC2L",No,,
2020-05-19,17:21:38,kinokosnack,"เปิดแล้วจ้า KINOKO SNACK 
เห็ดทอดกรอบสลัดน้ำมัน 
กรอบอร่อย น้ำมันน้อยกว่า
🚫ไม่ใส่ผงชูรส
🚫ไม่ใส่ผงกรอบ
🚫ไม่ใส่วัตถุกันเสีย
🔵 FB : kinokosnack
📱 Line@ : @kinokosnack (มี@)
#เห็ดทอด #อาหารมังสวิรัติ #อาหารวีแกน #อาหารเจ #อร่อยบอกต่อ #delivery #lineman  pic.twitter.com/JTS0oFmenJ",No,,
2020-05-19,16:08:07,_julinhansub,ถามจริง ๆ เลยนะ #Lineman ค่าส่งมันขนาดนี้เลยหรอ  pic.twitter.com/gxjzX0q4To,Yes,Price,Negative
2020-05-19,10:06:37,daddy_dough,#DaddyDough  โดนัทอร๊อยๆๆๆ #1แถม1 3 สาขา ราชพฤกษ์ (ก่อนถึงร้าน maria garden) / ปตท.วิภาวดี (ตรงข้ามม.หอการค้าไทย /ขอนแก่น (metro condo) #DaddyDoughCafe 2 สาขาแรกสั่งผ่าน #lineman ...  pic.twitter.com/x4OlNv1jHB,No,,
